SnapshotMonth,ProductID,WarehouseID,OpeningStock,ReceivedQty,ShippedQty,ClosingStock,ReorderPoint,StockoutFlag,ExpiredQty
2025-01-01,P005,W004,1456,898,1224,1130,776,0,0
2025-01-01,P005,W005,772,276,524,524,800,0,0
2025-01-01,P006,W001,1390,248,998,640,901,0,0
2025-01-01,P006,W002,626,438,552,512,720,0,0
2025-01-01,P006,W003,767,532,850,449,716,0,0
2025-01-01,P006,W004,902,927,1312,517,795,0,0
2025-01-01,P006,W005,781,660,1171,270,776,1,0
2025-01-01,P007,W001,1206,991,1518,679,1065,0,0
2025-01-01,P007,W002,1285,1053,1524,814,1102,0,0
2025-01-01,P007,W003,912,683,1244,351,701,1,0
2025-01-01,P007,W004,654,172,434,392,684,0,0
2025-01-01,P007,W005,1180,640,1153,667,831,0,0
2025-01-01,P008,W001,616,697,985,328,857,1,0
2025-01-01,P008,W002,752,1192,790,1154,1019,0,0
2025-01-01,P008,W003,1557,450,1471,536,1117,1,0
2025-01-01,P008,W004,1288,892,1050,1130,882,0,0
2025-01-01,P008,W005,838,287,470,655,717,0,0
2025-01-01,P009,W001,1266,1103,1933,436,961,1,0
2025-01-01,P009,W002,1516,581,1264,833,1005,0,0
2025-01-01,P009,W003,1476,1049,1642,883,1009,0,0
2025-01-01,P009,W004,922,395,463,854,1028,0,0
2025-01-01,P009,W005,1935,1245,1233,1947,1055,0,0
2025-01-01,P010,W001,669,683,688,664,688,0,0
2025-01-01,P010,W002,923,425,631,717,802,0,0
2025-01-01,P010,W003,1610,951,1794,767,1028,0,0
2025-01-01,P010,W004,1298,826,1679,445,726,0,0
2025-01-01,P010,W005,642,439,673,408,826,1,0
2025-01-01,P011,W001,1541,969,937,1573,834,0,0
2025-01-01,P011,W002,1700,1130,1946,884,957,0,0
2025-01-01,P011,W003,1052,977,1115,914,832,0,0
2025-01-01,P011,W004,937,735,694,978,1087,0,0
2025-01-01,P011,W005,943,266,965,244,789,1,0
2025-01-01,P012,W001,1308,1085,1131,1262,949,0,0
2025-01-01,P012,W002,928,350,705,573,700,0,0
2025-01-01,P012,W003,605,843,791,657,808,0,0
2025-01-01,P012,W004,727,267,547,447,872,1,0
2025-01-01,P012,W005,851,426,991,286,750,1,0
2025-01-01,P013,W001,569,163,511,221,382,0,0
2025-01-01,P013,W002,350,104,281,173,379,1,0
2025-01-01,P013,W003,403,315,283,435,353,0,0
2025-01-01,P013,W004,800,324,683,441,557,0,0
2025-01-01,P013,W005,570,384,428,526,462,0,0
2025-01-01,P014,W001,726,558,465,819,504,0,0
2025-01-01,P014,W002,937,206,714,429,509,0,0
2025-01-01,P014,W003,680,196,640,236,557,1,0
2025-01-01,P014,W004,571,282,462,391,549,0,0
2025-01-01,P014,W005,450,345,411,384,445,0,41
2025-01-01,P015,W001,834,140,652,322,462,0,0
2025-01-01,P015,W002,1029,272,1057,244,562,1,0
2025-01-01,P015,W003,414,325,264,475,468,0,0
2025-01-01,P015,W004,706,195,376,525,536,0,0
2025-01-01,P015,W005,700,201,539,362,412,0,0
2025-01-01,P016,W001,451,106,243,314,410,0,0
2025-01-01,P016,W002,719,340,785,274,533,1,25
2025-01-01,P016,W003,621,364,589,396,364,0,0
2025-01-01,P016,W004,654,386,741,299,379,0,0
2025-01-01,P016,W005,584,139,400,323,528,0,3
2025-01-01,P017,W001,473,146,380,239,488,1,0
2025-01-01,P017,W002,540,291,472,359,341,0,0
2025-01-01,P017,W003,563,115,512,166,369,1,1
2025-01-01,P017,W004,437,117,313,241,340,0,0
2025-01-01,P017,W005,585,621,595,611,557,0,0
2025-01-01,P018,W001,686,323,821,188,399,1,8
2025-01-01,P018,W002,749,315,648,416,452,0,0
2025-01-01,P018,W003,555,309,604,260,363,0,0
2025-01-01,P018,W004,640,367,571,436,448,0,22
2025-01-01,P018,W005,488,467,432,523,503,0,0
2025-01-01,P019,W001,707,159,578,288,550,1,0
2025-01-01,P019,W002,532,102,343,291,355,0,0
2025-01-01,P019,W003,918,553,698,773,491,0,0
2025-01-01,P019,W004,294,274,337,231,406,0,0
2025-01-01,P019,W005,516,271,417,370,371,0,0
2025-01-01,P020,W001,519,234,593,160,356,1,0
2025-01-01,P020,W002,669,333,354,648,478,0,0
2025-01-01,P020,W003,373,364,410,327,379,0,0
2025-01-01,P020,W004,384,112,224,272,385,0,32
2025-01-01,P020,W005,300,219,346,173,380,1,0
2025-01-01,P021,W001,828,199,419,608,518,0,72
2025-01-01,P021,W002,798,181,547,432,441,0,0
2025-01-01,P021,W003,807,440,866,381,458,0,0
2025-01-01,P021,W004,742,454,864,332,400,0,0
2025-01-01,P021,W005,724,483,458,749,406,0,40
2025-01-01,P022,W001,744,334,494,584,528,0,0
2025-01-01,P022,W002,401,426,540,287,555,1,0
2025-01-01,P022,W003,633,478,412,699,620,0,0
2025-01-01,P022,W004,701,327,715,313,467,0,0
2025-01-01,P022,W005,736,687,504,919,621,0,0
2025-01-01,P023,W001,398,471,689,180,527,1,0
2025-01-01,P023,W002,816,523,941,398,623,0,0
2025-01-01,P023,W003,585,648,898,335,564,0,0
2025-01-01,P023,W004,582,180,290,472,437,0,0
2025-01-01,P023,W005,678,125,635,168,443,1,0
2025-01-01,P024,W001,510,540,779,271,531,1,0
2025-01-01,P024,W002,564,371,554,381,410,0,0
2025-01-01,P024,W003,787,428,761,454,439,0,0
2025-01-01,P024,W004,704,113,416,401,442,0,0
2025-01-01,P024,W005,392,615,600,407,558,0,0
2025-01-01,P025,W001,599,207,312,494,581,0,0
2025-01-01,P025,W002,554,371,639,286,464,0,0
2025-01-01,P025,W003,674,280,697,257,441,0,0
2025-01-01,P025,W004,433,416,556,293,442,0,0
2025-01-01,P025,W005,554,442,674,322,620,1,0
2025-01-01,P026,W001,732,318,810,240,535,1,0
2025-01-01,P026,W002,517,507,615,409,561,0,0
2025-01-01,P026,W003,362,175,310,227,398,0,0
2025-01-01,P026,W004,735,239,483,491,496,0,0
2025-01-01,P026,W005,795,467,681,581,627,0,0
2025-01-01,P027,W001,555,351,323,583,430,0,0
2025-01-01,P027,W002,774,388,696,466,431,0,0
2025-01-01,P027,W003,451,113,353,211,408,1,0
2025-01-01,P027,W004,669,206,516,359,498,0,0
2025-01-01,P027,W005,648,208,560,296,453,0,0
2025-01-01,P028,W001,693,219,643,269,475,0,0
2025-01-01,P028,W002,553,160,571,142,405,1,0
2025-01-01,P028,W003,540,505,413,632,437,0,0
2025-01-01,P028,W004,559,406,448,517,500,0,0
2025-01-01,P028,W005,832,557,644,745,591,0,0
2025-01-01,P029,W001,582,427,653,356,641,0,0
2025-01-01,P029,W002,719,641,530,830,601,0,0
2025-01-01,P029,W003,887,522,1010,399,502,0,0
2025-01-01,P029,W004,815,442,669,588,431,0,0
2025-01-01,P029,W005,414,424,445,393,533,0,0
2025-01-01,P030,W001,319,366,264,421,399,0,0
2025-01-01,P030,W002,757,107,422,442,429,0,0
2025-01-01,P030,W003,784,446,451,779,417,0,0
2025-01-01,P030,W004,862,199,644,417,536,0,0
2025-01-01,P030,W005,513,200,523,190,469,1,0
2025-01-01,P031,W001,611,214,315,510,327,0,0
2025-01-01,P031,W002,645,144,443,346,388,0,0
2025-01-01,P031,W003,288,254,382,160,395,1,0
2025-01-01,P031,W004,498,190,262,426,337,0,0
2025-01-01,P031,W005,380,296,252,424,278,0,0
2025-01-01,P032,W001,377,95,256,216,297,0,0
2025-01-01,P032,W002,481,379,468,392,327,0,0
2025-01-01,P032,W003,386,188,400,174,389,1,0
2025-01-01,P032,W004,447,123,430,140,373,1,0
2025-01-01,P032,W005,273,200,272,201,283,0,0
2025-01-01,P033,W001,424,250,453,221,319,0,0
2025-01-01,P033,W002,314,134,172,276,284,0,0
2025-01-01,P033,W003,716,291,682,325,395,0,0
2025-01-01,P033,W004,333,335,517,151,310,1,0
2025-01-01,P033,W005,389,321,261,449,270,0,0
2025-01-01,P034,W001,265,66,170,161,260,0,0
2025-01-01,P034,W002,485,115,243,357,375,0,0
2025-01-01,P034,W003,417,264,491,190,316,0,0
2025-01-01,P034,W004,452,106,299,259,334,0,0
2025-01-01,P034,W005,180,121,207,94,257,1,0
2025-01-01,P035,W001,244,143,175,212,273,0,0
2025-01-01,P035,W002,692,344,377,659,366,0,0
2025-01-01,P035,W003,275,231,281,225,274,0,0
2025-01-01,P035,W004,519,98,427,190,382,1,0
2025-01-01,P035,W005,503,76,315,264,291,0,0
2025-01-01,P036,W001,540,306,661,185,376,1,0
2025-01-01,P036,W002,310,225,313,222,240,0,0
2025-01-01,P036,W003,321,110,176,255,339,0,0
2025-01-01,P036,W004,259,200,239,220,288,0,0
2025-01-01,P036,W005,323,83,311,95,286,1,0
2025-01-01,P037,W001,211,102,179,134,171,0,0
2025-01-01,P037,W002,135,48,64,119,154,0,0
2025-01-01,P037,W003,286,45,168,163,179,0,17
2025-01-01,P037,W004,285,167,291,161,224,0,0
2025-01-01,P037,W005,121,101,158,64,160,1,0
2025-01-01,P038,W001,369,139,410,98,218,1,0
2025-01-01,P038,W002,156,166,179,143,141,0,0
2025-01-01,P038,W003,185,109,154,140,207,0,0
2025-01-01,P038,W004,160,65,101,124,198,0,0
2025-01-01,P038,W005,361,230,477,114,215,1,0
2025-01-01,P039,W001,270,81,252,99,164,0,0
2025-01-01,P039,W002,247,64,111,200,152,0,21
2025-01-01,P039,W003,308,100,277,131,184,0,0
2025-01-01,P039,W004,215,55,183,87,187,1,0
2025-01-01,P039,W005,304,147,318,133,200,0,0
2025-01-01,P040,W001,114,118,102,130,138,0,0
2025-01-01,P040,W002,291,108,159,240,219,0,0
2025-01-01,P040,W003,304,184,369,119,170,0,0
2025-01-01,P040,W004,188,202,247,143,212,0,0
2025-01-01,P040,W005,288,100,307,81,189,1,2
2025-01-01,P041,W001,212,217,215,214,206,0,0
2025-01-01,P041,W002,267,212,274,205,189,0,0
2025-01-01,P041,W003,291,163,262,192,169,0,0
2025-01-01,P041,W004,205,160,187,178,140,0,0
2025-01-01,P041,W005,273,71,230,114,222,1,11
2025-01-01,P042,W001,157,113,155,115,160,0,0
2025-01-01,P042,W002,201,142,231,112,178,0,2
2025-01-01,P042,W003,225,180,233,172,220,0,0
2025-01-01,P042,W004,238,105,192,151,188,0,0
2025-01-01,P042,W005,152,170,163,159,207,0,0
2025-02-01,P001,W001,1466,919,1605,780,1090,0,0
2025-02-01,P001,W002,1019,1219,1339,899,1080,0,0
2025-02-01,P001,W003,1186,534,827,893,844,0,0
2025-02-01,P001,W004,1100,450,738,812,729,0,0
2025-02-01,P001,W005,1114,672,1456,330,920,1,0
2025-02-01,P002,W001,1484,631,1216,899,850,0,0
2025-02-01,P002,W002,1191,280,1174,297,865,1,0
2025-02-01,P002,W003,1116,406,560,962,729,0,0
2025-02-01,P002,W004,1449,830,1533,746,1001,0,0
2025-02-01,P002,W005,1042,530,888,684,1030,0,0
2025-02-01,P003,W001,996,446,996,446,878,1,0
2025-02-01,P003,W002,1064,274,678,660,891,0,0
2025-02-01,P003,W003,1304,681,953,1032,882,0,0
2025-02-01,P003,W004,755,234,631,358,699,1,0
2025-02-01,P003,W005,1725,581,815,1491,949,0,0
2025-02-01,P004,W001,790,684,1127,347,876,1,0
2025-02-01,P004,W002,929,895,1160,664,777,0,0
2025-02-01,P004,W003,1295,567,1217,645,726,0,0
2025-02-01,P004,W004,1167,229,960,436,915,1,0
2025-02-01,P004,W005,691,666,903,454,836,1,0
2025-02-01,P005,W001,1282,652,1572,362,771,1,0
2025-02-01,P005,W002,1566,890,1933,523,852,0,0
2025-02-01,P005,W003,1431,1104,1808,727,1124,0,0
2025-02-01,P005,W004,1742,350,1698,394,1039,1,0
2025-02-01,P005,W005,799,648,782,665,1024,0,0
2025-02-01,P006,W001,1588,1062,1439,1211,1004,0,0
2025-02-01,P006,W002,837,398,758,477,856,0,0
2025-02-01,P006,W003,1029,368,1105,292,768,1,0
2025-02-01,P006,W004,1226,275,1008,493,739,0,0
2025-02-01,P006,W005,1146,262,660,748,951,0,0
2025-02-01,P007,W001,1425,437,1077,785,853,0,0
2025-02-01,P007,W002,739,429,556,612,688,0,0
2025-02-01,P007,W003,1101,545,1011,635,1104,0,0
2025-02-01,P007,W004,680,291,552,419,826,1,0
2025-02-01,P007,W005,1341,653,1492,502,751,0,0
2025-02-01,P008,W001,1719,826,1963,582,990,0,0
2025-02-01,P008,W002,975,281,453,803,1088,0,0
2025-02-01,P008,W003,875,261,528,608,978,0,0
2025-02-01,P008,W004,619,721,720,620,848,0,0
2025-02-01,P008,W005,1041,248,1012,277,866,1,0
2025-02-01,P009,W001,1655,405,1481,579,945,0,0
2025-02-01,P009,W002,1362,215,753,824,817,0,0
2025-02-01,P009,W003,2000,943,1482,1461,1103,0,0
2025-02-01,P009,W004,1511,382,1039,854,985,0,0
2025-02-01,P009,W005,1478,749,962,1265,862,0,0
2025-02-01,P010,W001,1579,1014,1602,991,877,0,0
2025-02-01,P010,W002,1760,491,1664,587,1057,0,0
2025-02-01,P010,W003,1489,474,829,1134,871,0,0
2025-02-01,P010,W004,732,721,814,639,717,0,0
2025-02-01,P010,W005,887,1191,1427,651,1108,0,0
2025-02-01,P011,W001,1937,1154,2409,682,1100,0,0
2025-02-01,P011,W002,780,657,547,890,1022,0,0
2025-02-01,P011,W003,1034,238,834,438,771,0,0
2025-02-01,P011,W004,1374,517,822,1069,1070,0,0
2025-02-01,P011,W005,1451,387,1191,647,858,0,0
2025-02-01,P012,W001,1336,955,1104,1187,867,0,0
2025-02-01,P012,W002,862,885,661,1086,1011,0,0
2025-02-01,P012,W003,1372,966,1270,1068,1017,0,0
2025-02-01,P012,W004,1195,525,643,1077,978,0,0
2025-02-01,P012,W005,1954,1030,1910,1074,1067,0,0
2025-02-01,P013,W001,650,407,813,244,496,1,0
2025-02-01,P013,W002,982,299,939,342,523,0,0
2025-02-01,P013,W003,550,440,546,444,378,0,0
2025-02-01,P013,W004,793,464,821,436,457,0,0
2025-02-01,P013,W005,448,543,711,280,560,1,0
2025-02-01,P014,W001,623,403,767,259,401,0,0
2025-02-01,P014,W002,829,351,564,616,509,0,65
2025-02-01,P014,W003,468,441,696,213,408,1,8
2025-02-01,P014,W004,765,279,497,547,508,0,0
2025-02-01,P014,W005,273,296,376,193,355,1,0
2025-02-01,P015,W001,523,358,452,429,361,0,0
2025-02-01,P015,W002,473,216,497,192,386,1,0
2025-02-01,P015,W003,419,221,514,126,408,1,0
2025-02-01,P015,W004,695,381,653,423,393,0,0
2025-02-01,P015,W005,283,317,256,344,394,0,0
2025-02-01,P016,W001,420,297,562,155,507,1,0
2025-02-01,P016,W002,459,503,491,471,463,0,6
2025-02-01,P016,W003,557,294,603,248,346,0,7
2025-02-01,P016,W004,837,183,785,235,477,1,0
2025-02-01,P016,W005,582,295,689,188,510,1,0
2025-02-01,P017,W001,919,279,699,499,521,0,0
2025-02-01,P017,W002,750,319,484,585,415,0,0
2025-02-01,P017,W003,385,311,338,358,389,0,26
2025-02-01,P017,W004,775,303,556,522,416,0,0
2025-02-01,P017,W005,787,434,731,490,436,0,0
2025-02-01,P018,W001,675,347,706,316,490,0,0
2025-02-01,P018,W002,484,171,439,216,392,0,16
2025-02-01,P018,W003,491,373,650,214,434,1,0
2025-02-01,P018,W004,647,343,686,304,403,0,0
2025-02-01,P018,W005,562,328,591,299,507,0,0
2025-02-01,P019,W001,532,464,775,221,422,1,0
2025-02-01,P019,W002,914,401,680,635,548,0,0
2025-02-01,P019,W003,679,318,363,634,411,0,40
2025-02-01,P019,W004,801,198,468,531,536,0,0
2025-02-01,P019,W005,354,323,328,349,469,0,0
2025-02-01,P020,W001,810,538,631,717,479,0,0
2025-02-01,P020,W002,342,148,316,174,380,1,0
2025-02-01,P020,W003,551,484,476,559,539,0,35
2025-02-01,P020,W004,803,521,463,861,542,0,14
2025-02-01,P020,W005,448,424,555,317,381,0,0
2025-02-01,P021,W001,414,358,361,411,353,0,23
2025-02-01,P021,W002,908,346,829,425,557,0,0
2025-02-01,P021,W003,258,320,262,316,352,0,15
2025-02-01,P021,W004,792,387,713,466,420,0,39
2025-02-01,P021,W005,861,140,352,649,538,0,0
2025-02-01,P022,W001,712,188,353,547,410,0,0
2025-02-01,P022,W002,595,126,536,185,431,1,0
2025-02-01,P022,W003,404,491,681,214,517,1,0
2025-02-01,P022,W004,586,661,758,489,574,0,0
2025-02-01,P022,W005,418,308,480,246,396,0,0
2025-02-01,P023,W001,534,187,540,181,415,1,0
2025-02-01,P023,W002,797,229,494,532,468,0,0
2025-02-01,P023,W003,485,420,342,563,420,0,0
2025-02-01,P023,W004,748,364,626,486,508,0,0
2025-02-01,P023,W005,761,168,378,551,528,0,0
2025-02-01,P024,W001,324,169,313,180,420,1,0
2025-02-01,P024,W002,524,436,761,199,520,1,0
2025-02-01,P024,W003,399,184,230,353,528,0,0
2025-02-01,P024,W004,451,251,399,303,405,0,0
2025-02-01,P024,W005,747,347,706,388,616,0,0
2025-02-01,P025,W001,577,412,758,231,508,1,0
2025-02-01,P025,W002,580,507,825,262,599,1,0
2025-02-01,P025,W003,665,445,534,576,473,0,0
2025-02-01,P025,W004,736,170,731,175,517,1,0
2025-02-01,P025,W005,971,560,956,575,602,0,0
2025-02-01,P026,W001,878,631,903,606,552,0,0
2025-02-01,P026,W002,913,290,543,660,530,0,0
2025-02-01,P026,W003,282,220,226,276,401,0,0
2025-02-01,P026,W004,437,229,489,177,458,1,0
2025-02-01,P026,W005,715,459,412,762,435,0,0
2025-02-01,P027,W001,792,298,554,536,430,0,0
2025-02-01,P027,W002,477,467,603,341,506,0,0
2025-02-01,P027,W003,987,200,652,535,599,0,0
2025-02-01,P027,W004,584,183,576,191,527,1,0
2025-02-01,P027,W005,802,188,436,554,426,0,0
2025-02-01,P028,W001,785,201,716,270,600,1,0
2025-02-01,P028,W002,507,201,330,378,435,0,0
2025-02-01,P028,W003,643,119,605,157,397,1,0
2025-02-01,P028,W004,856,737,1166,427,628,0,0
2025-02-01,P028,W005,463,708,693,478,647,0,0
2025-02-01,P029,W001,768,176,672,272,501,1,0
2025-02-01,P029,W002,552,476,471,557,520,0,0
2025-02-01,P029,W003,533,511,593,451,493,0,0
2025-02-01,P029,W004,417,194,244,367,515,0,0
2025-02-01,P029,W005,409,389,616,182,495,1,0
2025-02-01,P030,W001,1101,690,1467,324,640,1,0
2025-02-01,P030,W002,1166,697,764,1099,624,0,0
2025-02-01,P030,W003,865,337,888,314,476,0,0
2025-02-01,P030,W004,399,344,262,481,507,0,0
2025-02-01,P030,W005,586,424,483,527,492,0,0
2025-02-01,P031,W001,675,137,464,348,398,0,0
2025-02-01,P031,W002,484,290,426,348,277,0,0
2025-02-01,P031,W003,307,229,433,103,331,1,0
2025-02-01,P031,W004,317,197,271,243,294,0,0
2025-02-01,P031,W005,460,303,524,239,333,0,0
2025-02-01,P032,W001,356,383,388,351,369,0,0
2025-02-01,P032,W002,537,85,429,193,302,0,0
2025-02-01,P032,W003,584,345,648,281,395,0,0
2025-02-01,P032,W004,248,228,363,113,244,1,0
2025-02-01,P032,W005,436,91,293,234,296,0,0
2025-02-01,P033,W001,271,295,402,164,343,1,0
2025-02-01,P033,W002,622,319,608,333,339,0,0
2025-02-01,P033,W003,266,238,291,213,275,0,0
2025-02-01,P033,W004,351,258,234,375,318,0,0
2025-02-01,P033,W005,372,218,477,113,254,1,0
2025-02-01,P034,W001,448,314,349,413,295,0,0
2025-02-01,P034,W002,592,122,292,422,364,0,0
2025-02-01,P034,W003,548,289,675,162,361,1,0
2025-02-01,P034,W004,276,163,305,134,384,1,0
2025-02-01,P034,W005,348,292,346,294,321,0,0
2025-02-01,P035,W001,420,276,252,444,248,0,0
2025-02-01,P035,W002,520,226,290,456,388,0,0
2025-02-01,P035,W003,328,142,344,126,323,1,0
2025-02-01,P035,W004,271,180,170,281,272,0,0
2025-02-01,P035,W005,529,267,513,283,399,0,0
2025-02-01,P036,W001,651,187,350,488,361,0,0
2025-02-01,P036,W002,388,352,420,320,384,0,0
2025-02-01,P036,W003,436,188,303,321,263,0,0
2025-02-01,P036,W004,288,176,190,274,243,0,0
2025-02-01,P036,W005,296,257,383,170,342,1,0
2025-02-01,P037,W001,132,169,195,106,182,0,0
2025-02-01,P037,W002,198,67,181,84,165,1,3
2025-02-01,P037,W003,260,96,197,159,158,0,0
2025-02-01,P037,W004,268,66,198,136,155,0,12
2025-02-01,P037,W005,376,130,272,234,210,0,0
2025-02-01,P038,W001,130,105,178,57,158,1,0
2025-02-01,P038,W002,273,124,172,225,217,0,0
2025-02-01,P038,W003,277,102,274,105,162,0,0
2025-02-01,P038,W004,204,45,130,119,145,0,0
2025-02-01,P038,W005,239,60,182,117,157,0,0
2025-02-01,P039,W001,141,162,152,151,192,0,0
2025-02-01,P039,W002,292,82,189,185,166,0,0
2025-02-01,P039,W003,165,75,135,105,138,0,0
2025-02-01,P039,W004,232,56,162,126,155,0,8
2025-02-01,P039,W005,174,81,110,145,156,0,0
2025-02-01,P040,W001,369,121,237,253,205,0,0
2025-02-01,P040,W002,272,125,141,256,203,0,12
2025-02-01,P040,W003,130,102,171,61,157,1,0
2025-02-01,P040,W004,146,50,139,57,144,1,0
2025-02-01,P040,W005,112,121,132,101,137,0,0
2025-02-01,P041,W001,291,62,151,202,192,0,0
2025-02-01,P041,W002,204,211,246,169,208,0,0
2025-02-01,P041,W003,346,198,224,320,223,0,0
2025-02-01,P041,W004,180,105,113,172,147,0,0
2025-02-01,P041,W005,365,83,332,116,193,0,8
2025-02-01,P042,W001,203,139,265,77,196,1,0
2025-02-01,P042,W002,152,93,177,68,217,1,0
2025-02-01,P042,W003,287,81,226,142,203,0,7
2025-02-01,P042,W004,298,203,252,249,209,0,0
2025-02-01,P042,W005,210,66,151,125,137,0,0
2025-03-01,P001,W001,1532,811,1884,459,1044,1,0
2025-03-01,P001,W002,1653,433,1591,495,911,1,0
2025-03-01,P001,W003,748,526,1037,237,819,1,0
2025-03-01,P001,W004,1051,708,1168,591,924,0,0
2025-03-01,P001,W005,970,564,546,988,729,0,0
2025-03-01,P002,W001,692,559,552,699,989,0,0
2025-03-01,P002,W002,1242,575,1083,734,917,0,0
2025-03-01,P002,W003,794,835,1218,411,890,1,0
2025-03-01,P002,W004,1331,891,788,1434,744,0,0
2025-03-01,P002,W005,1328,540,1443,425,706,0,0
2025-03-01,P003,W001,1371,988,1053,1306,865,0,0
2025-03-01,P003,W002,1252,1139,1276,1115,993,0,0
2025-03-01,P003,W003,741,421,940,222,725,1,0
2025-03-01,P003,W004,982,552,857,677,705,0,0
2025-03-01,P003,W005,1593,389,1377,605,1052,0,0
2025-03-01,P004,W001,857,981,1156,682,953,0,0
2025-03-01,P004,W002,1920,928,1544,1304,1056,0,0
2025-03-01,P004,W003,1337,392,1079,650,824,0,0
2025-03-01,P004,W004,1158,774,1376,556,991,0,0
2025-03-01,P004,W005,1296,828,1012,1112,961,0,0
2025-03-01,P005,W001,1173,246,590,829,820,0,0
2025-03-01,P005,W002,998,488,773,713,1023,0,0
2025-03-01,P005,W003,1018,959,829,1148,911,0,0
2025-03-01,P005,W004,874,570,651,793,906,0,0
2025-03-01,P005,W005,1297,991,888,1400,907,0,0
2025-03-01,P006,W001,1057,1096,1315,838,944,0,0
2025-03-01,P006,W002,605,716,826,495,839,0,0
2025-03-01,P006,W003,1114,585,1199,500,713,0,0
2025-03-01,P006,W004,1953,1188,2479,662,1116,0,0
2025-03-01,P006,W005,981,636,1042,575,808,0,0
2025-03-01,P007,W001,559,514,769,304,745,1,0
2025-03-01,P007,W002,1371,817,1048,1140,903,0,0
2025-03-01,P007,W003,1909,345,864,1390,1057,0,0
2025-03-01,P007,W004,2040,771,1197,1614,1103,0,0
2025-03-01,P007,W005,1311,428,1212,527,800,0,0
2025-03-01,P008,W001,803,835,1016,622,796,0,0
2025-03-01,P008,W002,693,840,908,625,753,0,0
2025-03-01,P008,W003,1351,895,1820,426,854,1,0
2025-03-01,P008,W004,826,242,401,667,896,0,0
2025-03-01,P008,W005,698,657,487,868,961,0,0
2025-03-01,P009,W001,1207,996,1769,434,931,1,0
2025-03-01,P009,W002,1836,653,1673,816,970,0,0
2025-03-01,P009,W003,1397,546,1588,355,970,1,0
2025-03-01,P009,W004,1743,1168,1595,1316,1082,0,0
2025-03-01,P009,W005,1046,346,1022,370,686,1,0
2025-03-01,P010,W001,703,574,839,438,1003,1,0
2025-03-01,P010,W002,1186,443,686,943,725,0,0
2025-03-01,P010,W003,1042,855,1273,624,991,0,0
2025-03-01,P010,W004,1556,261,1466,351,1028,1,0
2025-03-01,P010,W005,1150,238,1070,318,830,1,0
2025-03-01,P011,W001,759,796,1115,440,876,1,0
2025-03-01,P011,W002,1273,709,1134,848,697,0,0
2025-03-01,P011,W003,795,466,725,536,893,0,0
2025-03-01,P011,W004,935,928,1490,373,804,1,0
2025-03-01,P011,W005,1470,622,862,1230,1099,0,0
2025-03-01,P012,W001,673,766,1084,355,916,1,0
2025-03-01,P012,W002,727,886,881,732,978,0,0
2025-03-01,P012,W003,995,672,1112,555,795,0,0
2025-03-01,P012,W004,1518,987,1035,1470,902,0,0
2025-03-01,P012,W005,870,259,809,320,980,1,0
2025-03-01,P013,W001,812,317,509,620,464,0,0
2025-03-01,P013,W002,592,377,424,545,434,0,0
2025-03-01,P013,W003,495,301,550,246,445,0,0
2025-03-01,P013,W004,492,229,382,339,412,0,0
2025-03-01,P013,W005,633,334,459,508,343,0,0
2025-03-01,P014,W001,400,280,517,163,444,1,0
2025-03-01,P014,W002,272,108,194,186,362,1,0
2025-03-01,P014,W003,533,234,371,396,481,0,0
2025-03-01,P014,W004,583,355,758,180,416,1,0
2025-03-01,P014,W005,458,159,418,199,439,1,0
2025-03-01,P015,W001,655,185,371,469,411,0,35
2025-03-01,P015,W002,340,128,186,282,412,0,0
2025-03-01,P015,W003,488,243,556,175,364,1,0
2025-03-01,P015,W004,571,168,458,281,415,0,0
2025-03-01,P015,W005,484,552,436,600,487,0,50
2025-03-01,P016,W001,817,303,437,683,441,0,0
2025-03-01,P016,W002,826,323,778,371,531,0,0
2025-03-01,P016,W003,511,164,320,355,549,0,0
2025-03-01,P016,W004,477,191,282,386,338,0,14
2025-03-01,P016,W005,681,249,436,494,491,0,0
2025-03-01,P017,W001,592,391,666,317,555,0,0
2025-03-01,P017,W002,729,302,550,481,468,0,0
2025-03-01,P017,W003,659,349,570,438,495,0,0
2025-03-01,P017,W004,665,151,397,419,501,0,32
2025-03-01,P017,W005,429,150,391,188,480,1,0
2025-03-01,P018,W001,738,138,438,438,503,0,0
2025-03-01,P018,W002,441,220,447,214,367,0,0
2025-03-01,P018,W003,627,419,627,419,351,0,0
2025-03-01,P018,W004,787,414,967,234,545,1,0
2025-03-01,P018,W005,535,502,408,629,466,0,41
2025-03-01,P019,W001,502,186,521,167,388,1,11
2025-03-01,P019,W002,550,552,442,660,492,0,0
2025-03-01,P019,W003,960,285,855,390,509,0,38
2025-03-01,P019,W004,378,474,413,439,493,0,0
2025-03-01,P019,W005,808,438,1018,228,449,1,0
2025-03-01,P020,W001,718,250,752,216,442,1,0
2025-03-01,P020,W002,615,161,452,324,365,0,10
2025-03-01,P020,W003,645,512,475,682,442,0,0
2025-03-01,P020,W004,401,344,559,186,347,1,0
2025-03-01,P020,W005,538,234,516,256,524,1,20
2025-03-01,P021,W001,884,649,686,847,554,0,0
2025-03-01,P021,W002,336,270,263,343,427,0,0
2025-03-01,P021,W003,629,496,568,557,486,0,49
2025-03-01,P021,W004,546,458,694,310,534,0,0
2025-03-01,P021,W005,430,197,277,350,529,0,0
2025-03-01,P022,W001,391,491,637,245,521,1,0
2025-03-01,P022,W002,535,291,535,291,471,0,0
2025-03-01,P022,W003,986,697,853,830,585,0,0
