OrderID,OrderDate,RequiredDate,ShipDate,ProductID,CustomerID,Channel,SupplierID,WarehouseID,OrderQty,UnitPrice,DiscountPct,Revenue,UnitCost,COGS,GrossProfit,OTIF_Flag,LateDays,StockoutFlag,ReturnQty,WasteQty,QualityIssueFlag,PromoFlag
O01024,2025-05-20,2025-05-30,2025-05-30,P008,C011,Distributor,S007,W003,33,2.17,0.04,68.75,1.17,38.61,30.14,1,0,0,0,0,0,0
O01025,2024-12-04,2024-12-06,2024-12-06,P041,C068,Distributor,S006,W004,146,1.71,0.03,242.17,1.1,160.6,81.57,1,0,0,0,0,0,0
O01026,2025-02-18,2025-02-28,2025-02-28,P004,C076,Retail,S007,W002,46,1.6,0.04,70.66,1.02,46.92,23.74,1,0,0,0,0,0,0
O01027,2024-04-10,2024-04-19,2024-04-19,P035,C065,E-commerce,S002,W005,98,3.56,0.02,341.9,2.53,247.94,93.96,1,0,0,0,0,0,0
O01028,2024-02-28,2024-03-06,2024-03-06,P028,C052,Retail,S004,W002,161,2.44,0.05,373.2,1.5,241.5,131.7,1,0,0,0,0,0,0
O01029,2025-02-09,2025-02-11,2025-02-11,P038,C056,Retail,S006,W001,192,1.43,0.06,258.09,0.91,174.72,83.37,1,0,0,0,0,1,0
O01030,2025-07-07,2025-07-14,2025-07-14,P028,C064,Distributor,S004,W001,44,2.44,0.1,96.62,1.5,66,30.62,1,0,0,0,0,0,1
O01031,2025-11-13,2025-11-15,2025-11-15,P037,C022,Retail,S006,W002,199,2.04,0.12,357.24,1.4,278.6,78.64,1,0,0,0,0,0,1
O01032,2024-04-20,2024-04-26,2024-04-26,P018,C076,Distributor,S003,W002,64,3.22,0.02,201.96,2.09,133.76,68.2,1,0,0,0,0,0,0
O01033,2025-05-23,2025-05-25,2025-05-25,P039,C037,Distributor,S006,W001,98,1.67,0.03,158.75,0.89,87.22,71.53,1,0,0,0,0,0,0
O01034,2024-08-28,2024-09-03,2024-09-04,P020,C042,HoReCa,S003,W005,87,1.85,0.02,157.73,1.08,93.96,63.77,0,1,0,0,0,0,0
O01035,2024-03-16,2024-03-21,2024-03-21,P019,C043,HoReCa,S001,W003,159,2.27,0.04,346.49,1.53,243.27,103.22,1,0,0,0,0,0,0
O01036,2025-04-29,2025-05-01,2025-05-01,P042,C021,Retail,S006,W002,39,1.93,0.13,65.48,1.27,49.53,15.95,1,0,0,0,0,0,1
O01037,2024-11-27,2024-12-09,2024-12-11,P029,C018,E-commerce,S008,W002,360,2.79,0.02,984.31,1.46,525.6,458.71,0,2,0,0,0,0,0
O01038,2024-05-31,2024-06-12,2024-06-12,P003,C018,HoReCa,S008,W001,144,1.44,0.02,203.21,0.87,125.28,77.93,1,0,0,0,0,0,0
O01039,2025-09-21,2025-09-28,2025-09-28,P024,C044,HoReCa,S004,W001,166,2.64,0.03,425.09,1.6,265.6,159.49,1,0,0,0,0,0,0
O01040,2025-06-25,2025-06-27,2025-06-27,P038,C079,E-commerce,S006,W001,20,1.43,0.02,28.03,0.91,18.2,9.83,1,0,0,0,0,0,0
O01041,2024-02-15,2024-02-20,2024-02-20,P019,C043,HoReCa,S001,W001,195,2.27,0.03,429.37,1.53,298.35,131.02,1,0,0,0,0,0,0
O01042,2025-08-28,2025-09-02,2025-09-02,P015,C058,Distributor,S001,W005,209,2.03,0.02,415.78,1.2,250.8,164.98,1,0,0,0,12,0,0
O01043,2025-04-05,2025-04-10,2025-04-10,P016,C051,Retail,S001,W005,103,3.15,0.06,304.98,2.05,211.15,93.83,1,0,1,0,0,0,0
O01044,2024-11-09,2024-11-11,2024-11-11,P039,C064,HoReCa,S006,W003,84,1.67,0.02,137.47,0.89,74.76,62.71,1,0,0,0,0,0,0
O01045,2025-11-02,2025-11-07,2025-11-07,P013,C002,Retail,S001,W003,62,2.91,0.12,158.77,2.09,129.58,29.19,1,0,0,0,0,0,1
O01046,2024-06-14,2024-06-21,2024-06-21,P028,C027,Retail,S004,W003,9,2.44,0.06,20.64,1.5,13.5,7.14,1,0,0,0,0,0,0
O01047,2024-01-04,2024-01-10,2024-01-10,P016,C009,Retail,S003,W004,113,3.15,0.06,334.59,2.05,231.65,102.94,1,0,0,0,0,0,0
O01048,2024-04-04,2024-04-11,2024-04-11,P023,C023,HoReCa,S004,W002,68,2,0.02,133.28,1.14,77.52,55.76,1,0,0,0,0,0,0
O01049,2024-06-15,2024-06-27,2024-06-27,P010,C067,Retail,S008,W003,397,1.85,0.05,697.73,1.01,400.97,296.76,1,0,0,0,0,0,0
O01050,2024-06-20,2024-06-25,2024-06-25,P013,C080,E-commerce,S001,W003,40,2.91,0.02,114.07,2.09,83.6,30.47,1,0,0,0,0,0,0
O01051,2025-07-24,2025-08-05,2025-08-06,P030,C050,Retail,S008,W002,46,2.82,0.13,112.86,1.89,86.94,25.92,0,1,0,0,0,1,1
O01052,2024-11-18,2024-11-25,2024-11-25,P030,C011,HoReCa,S004,W001,48,2.82,0.02,132.65,1.89,90.72,41.93,1,0,0,0,0,0,0
O01053,2024-05-02,2024-05-04,2024-05-04,P040,C041,HoReCa,S006,W001,30,1.32,0.03,38.41,0.86,25.8,12.61,1,0,0,0,0,0,0
O01054,2024-10-14,2024-10-26,2024-10-26,P022,C053,Retail,S008,W001,67,2.52,0.05,160.4,1.51,101.17,59.23,1,0,1,0,0,0,0
O01055,2024-05-20,2024-05-29,2024-05-29,P034,C078,Retail,S002,W004,54,4.76,0.04,246.76,3.05,164.7,82.06,1,0,0,0,0,0,0
O01056,2025-07-17,2025-07-26,2025-07-26,P035,C011,Distributor,S002,W003,30,3.56,0.02,104.66,2.53,75.9,28.76,1,0,0,1,0,0,0
O01057,2024-10-02,2024-10-07,2024-10-07,P004,C018,Distributor,S001,W001,146,1.6,0.03,226.59,1.02,148.92,77.67,1,0,0,0,0,0,0
O01058,2024-09-10,2024-09-15,2024-09-15,P006,C043,HoReCa,S001,W001,156,1.65,0.02,252.25,1.14,177.84,74.41,1,0,1,0,0,0,0
O01059,2025-11-29,2025-12-10,2025-12-10,P033,C031,E-commerce,S005,W002,232,4.43,0.02,1007.2,2.4,556.8,450.4,1,0,0,0,0,0,0
O01060,2025-06-24,2025-06-29,2025-06-29,P019,C045,Distributor,S001,W005,113,2.27,0.04,246.25,1.53,172.89,73.36,1,0,0,0,0,0,0
O01061,2025-10-25,2025-10-27,2025-10-28,P039,C015,E-commerce,S006,W005,114,1.67,0.04,182.76,0.89,101.46,81.3,0,1,0,5,0,0,0
O01062,2025-12-01,2025-12-13,2025-12-14,P026,C018,Distributor,S008,W001,121,2.65,0.04,307.82,1.83,221.43,86.39,0,1,0,0,0,0,0
O01063,2025-10-25,2025-11-04,2025-11-04,P008,C048,Retail,S007,W002,97,2.17,0.06,197.86,1.17,113.49,84.37,1,0,0,0,0,0,0
O01064,2024-09-05,2024-09-14,2024-09-14,P032,C063,Retail,S002,W002,134,4.97,0.13,579.4,3.3,442.2,137.2,1,0,0,0,0,0,1
O01065,2024-07-27,2024-08-03,2024-08-03,P027,C015,Retail,S004,W005,178,2.7,0.04,461.38,1.63,290.14,171.24,1,0,0,0,0,0,0
O01066,2024-10-09,2024-10-20,2024-10-20,P031,C050,HoReCa,S005,W002,52,3.43,0.02,174.79,2.08,108.16,66.63,1,0,0,0,0,0,0
O01067,2024-05-28,2024-06-07,2024-06-07,P008,C035,HoReCa,S007,W003,57,2.17,0.03,119.98,1.17,66.69,53.29,1,0,0,0,0,0,0
O01068,2024-10-16,2024-10-22,2024-10-22,P017,C032,HoReCa,S003,W003,24,2.57,0.02,60.45,1.46,35.04,25.41,1,0,1,0,0,0,0
O01069,2024-12-15,2024-12-20,2024-12-20,P001,C062,Retail,S001,W004,16,2.04,0.13,28.4,1.07,17.12,11.28,1,0,0,0,0,0,1
O01070,2024-12-31,2025-01-12,2025-01-12,P007,C049,Retail,S008,W002,222,2.1,0.12,410.26,1.23,273.06,137.2,1,0,0,0,0,0,1
O01071,2025-03-17,2025-03-28,2025-03-28,P036,C003,Retail,S005,W003,40,4.66,0.04,178.94,2.88,115.2,63.74,1,0,0,0,0,0,0
O01072,2025-07-15,2025-07-22,2025-07-23,P029,C018,Retail,S004,W001,144,2.79,0.13,349.53,1.46,210.24,139.29,0,1,0,0,0,0,1
O01073,2024-08-02,2024-08-07,2024-08-08,P006,C031,Retail,S001,W003,302,1.65,0.04,478.37,1.14,344.28,134.09,0,1,0,0,0,0,0
O01074,2025-05-16,2025-05-22,2025-05-22,P014,C053,Retail,S003,W002,97,1.95,0.06,177.8,1.12,108.64,69.16,1,0,0,0,0,0,0
O01075,2025-12-13,2025-12-18,2025-12-18,P011,C004,Distributor,S001,W003,69,1.67,0.1,103.71,1.08,74.52,29.19,1,0,0,0,0,0,1
O01076,2024-10-29,2024-11-05,2024-11-05,P030,C008,HoReCa,S004,W005,105,2.82,0.12,260.57,1.89,198.45,62.12,1,0,0,0,0,0,1
O01077,2025-12-04,2025-12-11,2025-12-11,P028,C020,Distributor,S004,W003,269,2.44,0.1,590.72,1.5,403.5,187.22,1,0,0,0,0,0,1
O01078,2024-08-04,2024-08-09,2024-08-09,P005,C014,E-commerce,S001,W005,318,2.05,0.12,573.67,1.29,410.22,163.45,1,0,0,0,0,0,1
O01079,2025-08-22,2025-08-29,2025-08-29,P022,C058,Distributor,S004,W005,93,2.52,0.03,227.33,1.51,140.43,86.9,1,0,0,0,0,0,0
O01080,2024-10-29,2024-11-05,2024-11-05,P025,C069,Distributor,S004,W002,79,1.94,0.04,147.13,1.4,110.6,36.53,1,0,0,0,0,0,0
O01081,2025-07-27,2025-08-07,2025-08-07,P031,C051,HoReCa,S005,W005,47,3.43,0.02,157.99,2.08,97.76,60.23,1,0,0,0,0,0,0
O01082,2024-12-13,2024-12-22,2024-12-22,P034,C034,HoReCa,S002,W004,175,4.76,0.02,816.34,3.05,533.75,282.59,1,0,0,0,0,0,0
O01083,2025-10-13,2025-10-25,2025-10-25,P006,C067,HoReCa,S008,W001,73,1.65,0.03,116.84,1.14,83.22,33.62,1,0,0,0,0,1,0
O01084,2024-01-12,2024-01-17,2024-01-17,P002,C004,Retail,S001,W003,173,1.5,0.06,243.93,0.81,140.13,103.8,1,0,0,0,0,0,0
O01085,2024-04-10,2024-04-22,2024-04-22,P029,C069,Retail,S008,W003,21,2.79,0.12,51.56,1.46,30.66,20.9,1,0,0,0,0,0,1
O01086,2024-10-23,2024-10-29,2024-10-29,P019,C034,HoReCa,S003,W004,38,2.27,0.04,82.81,1.53,58.14,24.67,1,0,0,0,0,0,0
O01087,2024-06-28,2024-07-03,2024-07-03,P019,C065,Retail,S001,W005,241,2.27,0.14,470.48,1.53,368.73,101.75,1,0,0,0,0,0,1
O01088,2024-03-31,2024-04-07,2024-04-07,P024,C067,Retail,S004,W002,153,2.64,0.04,387.76,1.6,244.8,142.96,1,0,0,0,0,0,0
O01089,2024-02-20,2024-03-03,2024-03-03,P024,C040,E-commerce,S008,W001,58,2.64,0.03,148.53,1.6,92.8,55.73,1,0,0,0,0,0,0
O01090,2024-01-18,2024-01-20,2024-01-20,P040,C068,Retail,S006,W004,134,1.32,0.04,169.8,0.86,115.24,54.56,1,0,0,0,0,0,0
O01091,2025-06-25,2025-07-07,2025-07-07,P001,C034,Distributor,S008,W004,32,2.04,0.02,63.97,1.07,34.24,29.73,1,0,1,0,0,0,0
O01092,2025-12-14,2025-12-26,2025-12-26,P026,C080,E-commerce,S008,W003,44,2.65,0.04,111.94,1.83,80.52,31.42,1,0,0,0,0,0,0
O01093,2024-05-13,2024-05-20,2024-05-20,P024,C068,Retail,S004,W004,177,2.64,0.04,448.59,1.6,283.2,165.39,1,0,0,0,0,0,0
O01094,2025-01-17,2025-01-22,2025-01-22,P019,C006,E-commerce,S001,W004,129,2.27,0.03,284.05,1.53,197.37,86.68,1,0,0,0,0,0,0
O01095,2024-01-24,2024-02-03,2024-02-03,P006,C061,Retail,S007,W004,131,1.65,0.06,203.18,1.14,149.34,53.84,1,0,0,0,0,0,0
O01096,2025-07-23,2025-08-01,2025-08-01,P033,C067,Retail,S002,W001,181,4.43,0.05,761.74,2.4,434.4,327.34,1,0,0,0,0,0,0
O01097,2025-10-16,2025-10-21,2025-10-21,P004,C038,Distributor,S001,W001,161,1.6,0.04,247.3,1.02,164.22,83.08,1,0,0,0,0,0,0
O01098,2024-05-24,2024-06-05,2024-06-05,P007,C012,HoReCa,S008,W001,225,2.1,0.04,453.6,1.23,276.75,176.85,1,0,0,11,0,0,0
O01099,2025-11-26,2025-12-02,2025-12-02,P013,C064,Retail,S003,W001,57,2.91,0.04,159.24,2.09,119.13,40.11,1,0,0,0,0,0,0
O01100,2024-12-01,2024-12-13,2024-12-13,P025,C013,E-commerce,S008,W002,224,1.94,0.02,425.87,1.4,313.6,112.27,1,0,0,0,0,0,0
O01101,2025-02-28,2025-03-12,2025-03-12,P008,C071,HoReCa,S008,W001,218,2.17,0.04,454.14,1.17,255.06,199.08,1,0,0,0,0,0,0
O01102,2025-03-01,2025-03-06,2025-03-06,P001,C080,Retail,S001,W003,35,2.04,0.05,67.83,1.07,37.45,30.38,1,0,0,0,0,0,0
O01103,2025-06-22,2025-06-24,2025-06-24,P041,C037,Retail,S006,W001,91,1.71,0.06,146.27,1.1,100.1,46.17,1,0,0,0,0,0,0
O01104,2024-08-08,2024-08-10,2024-08-10,P039,C019,HoReCa,S006,W001,175,1.67,0.03,283.48,0.89,155.75,127.73,1,0,0,0,0,0,0
O01105,2025-07-02,2025-07-09,2025-07-10,P027,C006,E-commerce,S004,W004,107,2.7,0.04,277.34,1.63,174.41,102.93,0,1,0,0,0,0,0
O01106,2024-02-13,2024-02-18,2024-02-18,P013,C008,Retail,S001,W005,191,2.91,0.04,533.58,2.09,399.19,134.39,1,0,0,0,0,0,0
O01107,2024-08-05,2024-08-15,2024-08-16,P007,C028,Retail,S007,W005,288,2.1,0.14,520.13,1.23,354.24,165.89,0,1,0,0,0,0,1
O01108,2024-08-03,2024-08-14,2024-08-15,P034,C034,Retail,S005,W004,82,4.76,0.06,366.9,3.05,250.1,116.8,0,1,0,0,0,0,0
O01109,2025-11-14,2025-11-23,2025-11-23,P036,C068,Retail,S002,W004,144,4.66,0.04,644.2,2.88,414.72,229.48,1,0,0,0,0,0,0
O01110,2025-06-03,2025-06-15,2025-06-15,P024,C073,Retail,S008,W004,45,2.64,0.12,104.54,1.6,72,32.54,1,0,0,0,0,0,1
O01111,2025-09-04,2025-09-06,2025-09-06,P037,C054,Distributor,S006,W005,83,2.04,0.04,162.55,1.4,116.2,46.35,1,0,0,0,0,0,0
O01112,2025-07-02,2025-07-09,2025-07-09,P024,C075,Retail,S004,W002,70,2.64,0.06,173.71,1.6,112,61.71,1,0,0,0,0,0,0
O01113,2024-07-13,2024-07-18,2024-07-18,P007,C029,E-commerce,S001,W002,170,2.1,0.12,314.16,1.23,209.1,105.06,1,0,0,0,0,0,1
O01114,2025-03-03,2025-03-15,2025-03-16,P002,C057,Retail,S008,W001,40,1.5,0.06,56.4,0.81,32.4,24,0,1,0,0,0,0,0
O01115,2025-06-16,2025-06-26,2025-06-26,P009,C072,Distributor,S007,W001,428,2.27,0.02,952.13,1.45,620.6,331.53,1,0,0,0,0,0,0
O01116,2024-05-30,2024-06-06,2024-06-06,P026,C076,HoReCa,S004,W002,27,2.65,0.04,68.69,1.83,49.41,19.28,1,0,0,0,0,0,0
O01117,2024-01-16,2024-01-27,2024-01-27,P036,C055,E-commerce,S005,W001,97,4.66,0.02,442.98,2.88,279.36,163.62,1,0,0,0,0,0,0
O01118,2024-11-14,2024-11-25,2024-11-25,P033,C035,Distributor,S005,W003,45,4.43,0.02,195.36,2.4,108,87.36,1,0,0,1,0,0,0
O01119,2025-02-02,2025-02-12,2025-02-12,P005,C008,HoReCa,S007,W005,208,2.05,0.03,413.61,1.29,268.32,145.29,1,0,0,9,0,0,0
O01120,2025-10-25,2025-10-31,2025-10-31,P018,C011,Distributor,S003,W002,42,3.22,0.03,131.18,2.09,87.78,43.4,1,0,0,0,0,0,0
O01121,2025-03-29,2025-03-31,2025-03-31,P042,C019,Retail,S006,W001,137,1.93,0.05,251.19,1.27,173.99,77.2,1,0,0,0,0,0,0
O01122,2025-02-16,2025-02-23,2025-02-23,P027,C017,Retail,S004,W003,148,2.7,0.04,383.62,1.63,241.24,142.38,1,0,0,0,0,0,0
O01123,2024-02-18,2024-02-28,2024-02-28,P011,C073,Retail,S007,W004,51,1.67,0.04,81.76,1.08,55.08,26.68,1,0,0,0,0,0,0
O01124,2025-01-01,2025-01-11,2025-01-11,P011,C026,Retail,S007,W005,108,1.67,0.04,173.15,1.08,116.64,56.51,1,0,0,0,0,0,0
O01125,2024-03-21,2024-03-23,2024-03-23,P039,C049,E-commerce,S006,W001,143,1.67,0.02,234.03,0.89,127.27,106.76,1,0,0,0,0,0,0
O01126,2025-04-03,2025-04-13,2025-04-13,P005,C070,Retail,S007,W005,201,2.05,0.12,362.6,1.29,259.29,103.31,1,0,0,0,0,0,1
O01127,2024-04-06,2024-04-13,2024-04-13,P028,C036,Retail,S004,W002,150,2.44,0.05,347.7,1.5,225,122.7,1,0,0,0,0,0,0
O01128,2025-06-09,2025-06-14,2025-06-14,P011,C010,HoReCa,S001,W004,144,1.67,0.04,230.86,1.08,155.52,75.34,1,0,0,0,0,0,0
O01129,2025-03-05,2025-03-17,2025-03-17,P011,C074,Distributor,S008,W005,156,1.67,0.03,252.7,1.08,168.48,84.22,1,0,0,0,0,0,0
O01130,2025-06-11,2025-06-16,2025-06-18,P012,C041,Retail,S001,W002,25,1.97,0.06,46.29,1.3,32.5,13.79,0,2,0,0,0,0,0
O01131,2024-05-01,2024-05-13,2024-05-13,P030,C062,Distributor,S008,W004,4,2.82,0.02,11.05,1.89,7.56,3.49,1,0,1,0,0,0,0
O01132,2025-11-05,2025-11-17,2025-11-17,P011,C024,Retail,S008,W005,34,1.67,0.04,54.51,1.08,36.72,17.79,1,0,0,0,0,0,0
O01133,2025-04-03,2025-04-15,2025-04-15,P007,C034,Retail,S008,W004,207,2.1,0.04,417.31,1.23,254.61,162.7,1,0,0,0,0,0,0
O01134,2024-02-10,2024-02-19,2024-02-19,P036,C035,HoReCa,S002,W001,108,4.66,0.04,483.15,2.88,311.04,172.11,1,0,0,0,0,0,0
O01135,2024-02-04,2024-02-06,2024-02-06,P039,C030,Distributor,S006,W003,17,1.67,0.03,27.54,0.89,15.13,12.41,1,0,0,0,0,0,0
O01136,2025-07-20,2025-07-22,2025-07-22,P041,C011,HoReCa,S006,W002,22,1.71,0.03,36.49,1.1,24.2,12.29,1,0,0,0,0,0,0
O01137,2024-08-28,2024-09-06,2024-09-06,P035,C052,HoReCa,S002,W002,3,3.56,0.04,10.25,2.53,7.59,2.66,1,0,0,0,0,0,0
O01138,2025-11-10,2025-11-22,2025-11-22,P030,C064,Retail,S008,W003,63,2.82,0.06,167,1.89,119.07,47.93,1,0,0,0,0,0,0
O01139,2024-05-12,2024-05-18,2024-05-18,P021,C067,HoReCa,S003,W003,139,3.11,0.04,415,1.97,273.83,141.17,1,0,0,0,0,0,0
O01140,2024-02-23,2024-02-28,2024-02-28,P018,C004,E-commerce,S001,W003,46,3.22,0.04,142.2,2.09,96.14,46.06,1,0,0,0,1,0,0
O01141,2025-07-08,2025-07-18,2025-07-18,P012,C044,Retail,S007,W002,327,1.97,0.05,611.98,1.3,425.1,186.88,1,0,0,0,0,0,0
O01142,2025-11-30,2025-12-09,2025-12-09,P035,C074,Distributor,S002,W005,118,3.56,0.02,411.68,2.53,298.54,113.14,1,0,0,0,0,0,0
O01143,2024-09-23,2024-10-05,2024-10-05,P006,C042,E-commerce,S008,W005,118,1.65,0.03,188.86,1.14,134.52,54.34,1,0,0,0,0,0,0
O01144,2025-12-12,2025-12-17,2025-12-17,P015,C044,Retail,S001,W003,19,2.03,0.06,36.26,1.2,22.8,13.46,1,0,0,0,2,0,0
O01145,2025-01-30,2025-02-08,2025-02-08,P036,C079,E-commerce,S002,W002,42,4.66,0.11,174.19,2.88,120.96,53.23,1,0,0,0,0,0,1
O01146,2024-04-25,2024-05-06,2024-05-06,P031,C077,Retail,S005,W002,83,3.43,0.06,267.61,2.08,172.64,94.97,1,0,0,0,0,0,0
O01147,2025-02-07,2025-02-12,2025-02-12,P020,C012,HoReCa,S001,W002,117,1.85,0.04,207.79,1.08,126.36,81.43,1,0,0,0,0,0,0
O01148,2025-06-21,2025-07-01,2025-07-01,P007,C055,Retail,S007,W002,146,2.1,0.04,294.34,1.23,179.58,114.76,1,0,0,0,0,0,0
O01149,2024-02-06,2024-02-18,2024-02-18,P023,C023,HoReCa,S008,W002,76,2,0.03,147.44,1.14,86.64,60.8,1,0,0,0,0,1,0
O01150,2025-01-04,2025-01-16,2025-01-16,P009,C031,HoReCa,S008,W003,162,2.27,0.03,356.71,1.45,234.9,121.81,1,0,0,0,0,0,0
O01151,2024-02-29,2024-03-05,2024-03-05,P021,C075,E-commerce,S001,W003,85,3.11,0.02,259.06,1.97,167.45,91.61,1,0,0,0,0,0,0
O01152,2024-10-13,2024-10-22,2024-10-22,P035,C044,Distributor,S002,W003,156,3.56,0.03,538.7,2.53,394.68,144.02,1,0,0,0,0,0,0
O01153,2025-09-21,2025-10-01,2025-10-03,P008,C011,Distributor,S007,W003,62,2.17,0.1,121.09,1.17,72.54,48.55,0,2,0,0,0,0,1
O01154,2024-08-30,2024-09-09,2024-09-09,P009,C015,Retail,S007,W005,277,2.27,0.13,547.05,1.45,401.65,145.4,1,0,0,0,0,0,1
O01155,2025-11-29,2025-12-09,2025-12-09,P007,C037,Distributor,S007,W002,88,2.1,0.04,177.41,1.23,108.24,69.17,1,0,0,0,0,0,0
O01156,2025-04-04,2025-04-06,2025-04-06,P041,C038,Retail,S006,W003,131,1.71,0.13,194.89,1.1,144.1,50.79,1,0,0,0,0,0,1
O01157,2024-03-12,2024-03-23,2024-03-23,P034,C028,E-commerce,S005,W005,146,4.76,0.02,681.06,3.05,445.3,235.76,1,0,0,0,0,0,0
O01158,2024-01-09,2024-01-19,2024-01-19,P006,C067,Retail,S007,W001,156,1.65,0.06,241.96,1.14,177.84,64.12,1,0,0,0,0,0,0
O01159,2025-12-24,2025-12-29,2025-12-29,P006,C059,Distributor,S001,W001,116,1.65,0.04,183.74,1.14,132.24,51.5,1,0,0,0,0,0,0
O01160,2024-05-25,2024-05-27,2024-05-27,P040,C059,E-commerce,S006,W002,179,1.32,0.04,226.83,0.86,153.94,72.89,1,0,0,0,0,0,0
O01161,2025-04-13,2025-04-19,2025-04-19,P014,C026,Distributor,S003,W005,62,1.95,0.02,118.48,1.12,69.44,49.04,1,0,0,0,0,0,0
O01162,2025-02-25,2025-03-07,2025-03-07,P011,C013,E-commerce,S007,W003,26,1.67,0.04,41.68,1.08,28.08,13.6,1,0,0,0,0,0,0
O01163,2025-01-07,2025-01-12,2025-01-12,P016,C074,HoReCa,S001,W005,119,3.15,0.04,359.86,2.05,243.95,115.91,1,0,0,0,0,0,0
O01164,2024-09-10,2024-09-20,2024-09-20,P002,C074,Distributor,S007,W005,189,1.5,0.03,275,0.81,153.09,121.91,1,0,0,0,0,0,0
O01165,2025-08-19,2025-08-26,2025-08-26,P029,C001,HoReCa,S004,W004,76,2.79,0.04,203.56,1.46,110.96,92.6,1,0,0,0,0,0,0
O01166,2024-05-21,2024-05-23,2024-05-23,P038,C067,Retail,S006,W001,179,1.43,0.04,245.73,0.91,162.89,82.84,1,0,0,0,0,0,0
O01167,2024-07-11,2024-07-23,2024-07-23,P012,C006,HoReCa,S008,W004,295,1.97,0.04,557.9,1.3,383.5,174.4,1,0,0,0,0,0,0
O01168,2025-11-14,2025-11-25,2025-11-25,P033,C046,HoReCa,S005,W001,15,4.43,0.02,65.12,2.4,36,29.12,1,0,0,0,0,1,0
O01169,2024-01-18,2024-01-23,2024-01-23,P018,C039,HoReCa,S001,W001,223,3.22,0.02,703.7,2.09,466.07,237.63,1,0,0,0,0,0,0
O01170,2025-08-07,2025-08-19,2025-08-19,P006,C020,Retail,S008,W003,97,1.65,0.06,150.45,1.14,110.58,39.87,1,0,1,0,0,0,0
O01171,2025-06-07,2025-06-13,2025-06-17,P013,C008,HoReCa,S003,W005,201,2.91,0.03,567.36,2.09,420.09,147.27,0,4,0,3,0,0,0
O01172,2024-04-30,2024-05-07,2024-05-07,P030,C053,Retail,S004,W002,64,2.82,0.06,169.65,1.89,120.96,48.69,1,0,0,0,0,0,0
O01173,2024-02-12,2024-02-17,2024-02-17,P008,C080,HoReCa,S001,W003,30,2.17,0.03,63.15,1.17,35.1,28.05,1,0,0,0,0,0,0
O01174,2025-08-08,2025-08-13,2025-08-13,P013,C056,Retail,S001,W002,98,2.91,0.12,250.96,2.09,204.82,46.14,1,0,0,0,0,0,1
O01175,2024-10-15,2024-10-25,2024-10-25,P012,C013,Retail,S007,W001,90,1.97,0.05,168.44,1.3,117,51.44,1,0,0,0,0,0,0
O01176,2025-01-19,2025-01-24,2025-01-24,P009,C003,E-commerce,S001,W003,29,2.27,0.03,63.86,1.45,42.05,21.81,1,0,0,0,0,0,0
O01177,2024-08-07,2024-08-09,2024-08-09,P037,C017,Distributor,S006,W003,145,2.04,0.02,289.88,1.4,203,86.88,1,0,0,0,0,0,0
O01178,2024-11-10,2024-11-20,2024-11-26,P009,C028,Distributor,S007,W005,102,2.27,0.02,226.91,1.45,147.9,79.01,0,6,0,0,0,0,0
O01179,2024-08-24,2024-09-04,2024-09-04,P036,C064,Retail,S005,W002,45,4.66,0.04,201.31,2.88,129.6,71.71,1,0,0,0,0,0,0
O01180,2025-10-27,2025-11-06,2025-11-06,P007,C044,Distributor,S007,W002,100,2.1,0.04,201.6,1.23,123,78.6,1,0,1,0,0,0,0
O01181,2024-03-01,2024-03-11,2024-03-11,P008,C003,Distributor,S007,W003,21,2.17,0.04,43.75,1.17,24.57,19.18,1,0,0,0,0,0,0
O01182,2025-08-27,2025-09-08,2025-09-10,P023,C048,Distributor,S008,W002,173,2,0.02,339.08,1.14,197.22,141.86,0,2,0,2,0,0,0
O01183,2025-06-10,2025-06-20,2025-06-20,P008,C004,HoReCa,S007,W003,318,2.17,0.02,676.26,1.17,372.06,304.2,1,0,0,4,0,0,0
O01184,2024-04-19,2024-05-01,2024-05-01,P010,C076,Retail,S008,W001,79,1.85,0.04,140.3,1.01,79.79,60.51,1,0,0,2,0,0,0
O01185,2024-08-22,2024-09-03,2024-09-04,P022,C011,Retail,S008,W001,23,2.52,0.13,50.43,1.51,34.73,15.7,0,1,1,0,0,0,1
O01186,2025-06-24,2025-07-06,2025-07-06,P023,C058,HoReCa,S008,W005,162,2,0.04,311.04,1.14,184.68,126.36,1,0,0,0,0,0,0
O01187,2025-03-26,2025-03-31,2025-03-31,P017,C056,Distributor,S001,W002,248,2.57,0.02,624.61,1.46,362.08,262.53,1,0,0,12,0,0,0
O01188,2024-11-14,2024-11-21,2024-11-21,P022,C076,E-commerce,S004,W001,104,2.52,0.12,230.63,1.51,157.04,73.59,1,0,0,0,0,0,1
O01189,2024-09-25,2024-09-27,2024-09-27,P038,C071,HoReCa,S006,W001,108,1.43,0.03,149.81,0.91,98.28,51.53,1,0,0,0,0,0,0
O01190,2024-10-31,2024-11-02,2024-11-02,P042,C064,HoReCa,S006,W002,97,1.93,0.02,183.47,1.27,123.19,60.28,1,0,0,0,0,0,0
O01191,2024-10-26,2024-10-31,2024-10-31,P007,C053,Retail,S001,W002,5,2.1,0.06,9.87,1.23,6.15,3.72,1,0,0,0,0,0,0
O01192,2025-12-06,2025-12-17,2025-12-19,P033,C077,Distributor,S005,W002,95,4.43,0.02,412.43,2.4,228,184.43,0,2,0,0,0,0,0
